slug,title,Year,link,blurb,School name,Helpers,Head
Haywood2019,Patient Zero ,2019,https://www.amazon.co.uk/Patient-Zero-T-M-Cooks/dp/1795553626/ref=sr_1_29?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-29&text=T.M.+Cooks,The world was on the edge of extinction from one little monkey and one boy that wanted service on his phone,Haywood Academy,"[' Sharon Corbally', ' Matthew Baillie', ' Heather Birks', ' The IT department ', ' Denise McGee', ' Charlotte Copestick']",
Prison2019,Guardians of Piviloo,2019,https://www.amazon.co.uk/dp/1689211334,"This is the story of a group of heroes with unique powers. There are battles, quests and other magical beings. They have to search for magical stones in order to reveal their true potential. It’s a great fantasy adventure story for all ages to enjoy.",Prison,"[' Eleanor', ' Charlotte', ' Sarah', ' Nicola', ' Gail', ' Andrea']",#N/A
NewVictoria,The Compass With The Two Halves,2019,https://www.amazon.co.uk/Compass-Two-Halves-T-M-Cooks/dp/1725127229/ref=sr_1_39?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-39&text=T.M.+Cooks,"Two tribes, on opposite sides of a planet. A search for relics to reveal a message about a compass. Will they swallow their pride, or will it ruin them forever? ",Special,?,#N/A
Winsford2019,Virtual Immortality,2019,https://www.amazon.co.uk/Virtual-Immortality-T-M-Cooks/dp/1072450003/ref=sr_1_17?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-17&text=T.M.+Cooks,"Virtual Immortality takes us in the world of virtual reality, explores the seven deadly sins and confronts the possibility of digital immortality.",Winsford Academy,"[' Joanne Tringham', ' Jane O\xe2\x80\x99Brien', ' Lucy Williams']",No
Cardinal,The Waiting ,2019,https://www.amazon.co.uk/Waiting-T-M-Cooks/dp/1799027244/ref=sr_1_23?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-23&text=T.M.+Cooks,Will tell you the plot later,Cardinal Newman Catholic School,"[' Jenny Curry', ' John Darbyshire', ' Annabel Twist']",
Trentham2019,Fear of the Unknown,2019,https://www.amazon.co.uk/Fear-T-M-Cooks/dp/1098846915/ref=sr_1_18?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-18&text=T.M.+Cooks,"You don't know what the story is about, you should be afraid.",Trentham Academy,"[' Olivia Antinoro', ' Cara Dasilva', ' Marie Lees']",Yes
TGS2018-TeamB,"His Mind, His World",2018,https://www.amazon.co.uk/His-Mind-World-T-Cooks/dp/1986815951/ref=sr_1_59?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-59&text=T.M.+Cooks,"“Alone, exposed to all danger, time stops” A world where nothing quite makes sense. Nothing quite adds up. One slip up causes everything to fall apart. Nothing stays the same. People who should be dead are alive and people who should be alive are dead. Worlds are turned upside down, friendships torn apart, relationships formed. Who knows what lies beneath this thrilling, exhilarating mystery we call: His Mind, His World.",Tolworth Girls’ School & Sixth Form,"[' Mrs Ramsden', ' Sue Grzesiczek', ' Ms Chiddy-Gosling', ' Mr Flood', ' Mrs Bartlett', ' Mrs Haworth', ' Mr Inch', ' Miss Kelly', ' Miss Kemp', ' Mr Knicz', ' Miss Leeper', ' Mrs Mauvis', ' Dr Mayfield', ' Mr Mirshemirani', ' Mrs Pelham', ' Mr Penagos', ' Mr Pollard', ' Mrs Ross', ' Ms Saber', ' Miss Trevelyan', ' Miss Vaughan', ' Mr Willcox']",Yes
UCAN2018,Eternal Damnation,2018,https://www.amazon.co.uk/Compass-Two-Halves-T-M-Cooks/dp/1725127229/ref=sr_1_39?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-39&text=T.M.+Cooks,3 Worlds . . . 7 Friends . . . 1 Dream,Rudheath Senior Academy,"[' Grace Lycett', ' Nina Lockett', ' Hannah Boyd', ' Geraldine Lynch', ' Heather Callander', ' Ioanna Menidiati', ' Janet Rimmer', ' Karen Connell', ' Jessica Heaton', ' Steve Simcock', ' Chris Ikin', ' Guy Lambert']",Yes
OrmMeridian2018,Time Will Tell,2018,https://www.amazon.co.uk/Time-Will-Tell-T-M-Cooks/dp/1722032529/ref=sr_1_45?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-45&text=T.M.+Cooks,"A girl goes missing for two years. Who could have guessed she was stuck in the future, trying to prevent a war in the present? Meanwhile, her friends try to stop a disease invented by a well-meaning scientist who set out to seek revenge against an illness which took his wife but instead starts a war between the present and the future. Throw away your idea of the world today: you’re going to need a new one. Do they succeed? Time will tell . . . ",Ormiston Meridian,"[' David Brown', ' Leanne Colclough', ' Jaime Peacock']",Google
Newfriars2018,The Lake of Secrets,2018,https://www.amazon.co.uk/Lake-Secrets-T-M-Cooks/dp/1793405824/ref=sr_1_31?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-31&text=T.M.+Cooks,"A mysterious island came out of nowhere, with a shack shining and glowing red, covered by fog. People from the town try to find out what’s going on. When they reach the island, things will never be the same again!",Newfriars College Project Search,"[' Ruby-Leigh Tonks', ' Stephanie Sale', ' Mick Sturland', ' The Keele University school of Psychology for coming to our rescue']",Yes
WerringtonPrison,Beginning of the End,2018,https://www.amazon.co.uk/dp/1986793710,"A natural disaster had devastated the planet. A tiny group of survivors, scattered across the globe and with no knowledge of each other, try to work our what has happened and how to fix it. It's left to one man and a confrontation with the devil himself to save the world",Prison,"[' Holly', ' Sarah ', ' Stephanie', ' Wendy']",#N/A
Haywood2018,The Mark of a Memory,2018,https://www.amazon.co.uk/Mark-Memory-T-M-Cooks/dp/1721806369/ref=sr_1_47?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-47&text=T.M.+Cooks,"A picture awakens a memory of the war. A memory which goes back 100 years. Concealed in the minds of seven boys, roaming around in a mysterious past. Two different generations are joined by a mark . . . but how?",Haywood Academy,"[' Heather Holt', ' Sharon Corbally', ' Sarah Hancock', ' Alex Sparrow']",
SMW2018,The Loved  and  Lost,2018,https://www.amazon.co.uk/Loved-Lost-T-M-Cooks/dp/1729750192/ref=sr_1_37?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-37&text=T.M.+Cooks,"A struggling Lu trying to find meaning in a world of confusion. After his turbulent childhood, what path does he take?",St Margaret Ward Catholic Academy,"[' Elizabeth Robinson', ' Emma Phillips', ' Everyone in the English department', ' Charlotte Copestick']",Google
Paget2018,Matches,2018,https://www.amazon.co.uk/Matches-T-M-Cooks/dp/1720543879/ref=sr_1_50?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-50&text=T.M.+Cooks,"A young prospect, the best in his league, on the verge of his dream career, a devastating diagnosis smashes it to pieces. His friend is sent on a road trip, picking up strangers on the way, each with their own stories, different paths, but one destination. Do they all get what they want?",Paget High School,"[' Vicky Lamb', ' Martin J. Garland', ' Celia Hogg', ' Jennifer Horton', ' Lene Davies']",Google
firhill2018raiders,Project: Iris,2018,https://www.amazon.co.uk/Project-Iris-T-M-Cooks/dp/1718818750/ref=sr_1_52?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-52&text=T.M.+Cooks,"After deciding to go ahead with a never before tried experiment regarding superhuman powers, six random members of the public signed up for scientific tests, on if it was really possible for humans to have alien powers. Zaira, James, Murray, John, Eric, Timmy and Marius embark on the adventure of a lifetime, into the deepest unknown. With new things to discover and new people to meet, there is never a dull moment in our solar system. But will they survive? Read on to find out… All proceeds from the sale of this book will go to Kira's fund: https://solvingkidscancer.org.uk/campaigns/Kira/",Firrhill High School,"[' Alan Waddell', ' Carrie Elder', ' Callum McAlpine', ' Graham Hamilton']",Yes
Paulet2018,Silence in the Woods,2018,https://www.amazon.co.uk/Silence-Woods-T-M-Cooks/dp/1986972003/ref=sr_1_57?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-57&text=T.M.+Cooks,"Aliens have landed and Earth will never be the same again. Friends go missing, a lady loses her companion, a retired police officer finds love. Will the woods ever be silent again?",Paulet High School and 6th Form College,"[' Ian McArthur', ' Vicky Deer', ' Claire McArthur', ' Lucy Harding', ' Helen Norman', ' Ant Sutcliffe', ' Anna Goodall', ' Sam Edwards', ' Lauren Hawkins', ' Anna Langridge', ' Alison Dolman', ' Michelina Iannucci', ' \\textbf{Ahsan Ashraf}']",Google
Keele2018,Breakfast Plans,2018,https://www.amazon.co.uk/dp/1720680027,"An AI, a student, a cult, a glitching ghost, an investigative reporter, a tormented scientist and a girl in a coma. What on Earth does it all have to do with waffles?",University,"[' Matt Coombe-Boxall', ' Lisa McWilliams']",#N/A
Disc2018B,Witnessed,2018,https://www.amazon.co.uk/Witnessed-T-M-Cooks/dp/1720926417/ref=sr_1_49?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-49&text=T.M.+Cooks,"Brooke was always the most popular girl in school, but after witnessing something her eyes didn't want to see, her life had been ruined forever. Brooke’s behaviour changed completely, and no one wanted to be her friend, all except one. Will they track down Brooke’s stalker or will her life be ruined forever?",The Discovery Academy,"[' Darren Owen', ' Sarah Adams', ' Heather Dowler']",
Paget2018B,When the Party's Over,2018,https://www.amazon.co.uk/When-Partys-Over-T-M-Cooks/dp/1790910463/ref=sr_1_33?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-33&text=T.M.+Cooks,"Hannah Ashton is invited to one of the biggest parties in town, where she will be faced with a difficult situation. She has to make a decision - when the party's over will she stay or leave?",Paget High School,"[' Martin J. Garland', ' Emma Ikoku']",Google
Bangor2018,Ash in a Thunderstorm ,2018,https://www.amazon.co.uk/Ash-Thunderstorm-T-M-Cooks/dp/1717014062/ref=sr_1_56?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-56&text=T.M.+Cooks,"Humanity is gone The pale blue dot has been muddied to a brown rock. Our legacy, the androids, were sent to Mars. They are alone now. But synthetic life has its own agenda, its own aims, and its own future. For one android made in humanity’s image, they must find a way to become their true self.",University,['Unknown helpers'],#N/A
glyn2018TeamB,Chuck and the Goat Guy,2018,https://www.amazon.co.uk/Chuck-Goat-Guy-T-Cooks/dp/1985877066/ref=sr_1_64?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-64&text=T.M.+Cooks,"Imagine a life without a family, without a Normal life! A boy named Jason has powers nobody else could imagine, powers that seems to be world’s most useless, Or Is it? Jason and his team must learn to use their powers and control it in order to save time! Will they be able to do it? You know the answer! Join Jason and his team on his quest!",Glyn,"[' Mr A.Ward', ' Adam Steiner']",Yes
SUA2018,The Protocol XIII,2018,https://www.amazon.co.uk/Protocol-XIII-T-M-Cooks/dp/1722058552/ref=sr_1_44?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-44&text=T.M.+Cooks,"In 2040, the world is corrupted and decayed. Nothing seems like it will ever be the same. The only hope is a team of strong-willed kids, a chubby middle-aged sheriff and a mentally scarred scientist. Can they save the world from itself; an emerging army of braindead slates and a psychotic dictator who’s hidden within the shadows, whispering in the ear of the depraved government?",Staffordshire University Academy,"[' Lee Newton', ' Victoria Burns', ' Angela Johnson', ' Jack Fisher']",Google
DonnaLouise,Where Is She?,2018,https://www.amazon.co.uk/Where-She-T-M-Cooks/dp/1726396576/ref=sr_1_1?keywords=Where+Is+She%3F+cooks&qid=1635937198&sr=8-1,"In a deep, dark jungle where the talking animals roam, two girls are lost and trying to get home. The Dark Master wants the enchanted stone, the girls just want to get home. What will happen...",Special,"[' Jane Thorne', ' Claire Hollins', ' Richard Seymour', ' Michael Fay', ' Phill Dann', ' Daniel Holland', ' Elizabeth Platt', ' Tilli Smith', ' Izzy Jordan', ' Zena Cooke', ' Everyone at the Donna Louise Children\xe2\x80\x99s Hospice', '', '']",#N/A
SUA2018B,Forbidden Love,2018,https://www.amazon.co.uk/Forbidden-Love-T-M-Cooks/dp/1791698670/ref=sr_1_32?qid=1579809804&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-32&text=T.M.+Cooks,"In an established factory - somewhere deep in the West-Midlands of England, where a unique combination of a ground-breaking malfunction and coincidental timing results in a strange robotic anomaly to occur, potentially changing society. When a twisted love arises, there is a country-collapsing chain of events, which force all involved with the AI to encounter a very demanding decision.Despite a corrupt hierarchy, it will be up to the public democracy to decide the future…",Staffordshire University Academy,"[' Lee Newton', ' Victoria Burns', ' Angela Johnson', ' Dennis and the IT team', ' All the teachers who gave up their rooms']",Google
glyn2018TeamA,Russian Hybrids,2018,https://www.amazon.co.uk/Russian-Hybrids-T-M-Cooks/dp/1985877422/ref=sr_1_63?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-63&text=T.M.+Cooks,"It is dark times, a top secret experiment in the Soviet Union that will stop the Americans in the Cold War,but these experiments pack a deadly punch, the animals need a cure so they can turn back to normal, while the Russians and the Americans have an epic showdown. Later on there is, an adventure with a dog in space and mythical beasts such as; Cerberus, Pegasus and even a Kraken. This story is full of adventure and action, with a few twist.",Glyn,"[' Mr A.Ward', ' Adam Steiner']",Yes
BSDC2018,Flashback,2018,https://www.amazon.co.uk/Flashback-T-M-Cooks/dp/171871291X/ref=sr_1_51?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-51&text=T.M.+Cooks,"It was a normal morning which took a heartbreaking twist. A young woman vanishes. Using a flashback machine, her friends delve into her past to look for clues as to her fate. Join them on this heartbreaking story through time.",Burton & South Derbyshire College,"[' Baljinder Bains', ' Jennie Launchbury', ' Emma Windess', ' Nicola Harrison', ' Thalia Mountney', ' Joanne Aubrey', ' Emma Ikoku', ' Rebecca Molloy']",
Watermill2018,The Secret Room,2018,https://www.amazon.co.uk/Secret-Room-T-M-Cooks/dp/1722400773/ref=sr_1_42?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-42&text=T.M.+Cooks,"Lilly and Jack were walking to Watermill school one sunny day. But it wasn’t a normal day at Watermill school… One classroom wasn't all that it seemed. Something terrible happened to Lilly and Jack. But what was it? Special Agent Jacko, KC and Maisy May went on amazing adventures that lead them to magical places. They wanted to save Lilly and Jack from the evil Adolph and Osama. Join us in our big adventures and see what happened to Lilly and Jack",Watermill School,"[' Jaimee Brough', ' Nick Garnett', ' Mrs Lamidey', ' Mrs Hancock', ' Mrs Hepworth', ' Mrs Brookes', ' All of the office staff']",
Watermill2018,The Secret Room,2018,https://www.amazon.co.uk/Secret-Room-T-M-Cooks/dp/1722400773/ref=sr_1_1?keywords=Cooks+%22The+Secret+Room%22&qid=1635939059&s=books&sr=1-1,"Lilly and Jack were walking to Watermill school one sunny day. But it wasn’t a normal day at Watermill school… One classroom wasn't all that it seemed. Something terrible happened to Lilly and Jack. But what was it? Special Agent Jacko, KC and Maisy May went on amazing adventures that lead them to magical places. They wanted to save Lilly and Jack from the evil Adolph and Osama. Join us in our big adventures and see what happened to Lilly and Jack. ",Watermill School,"[' Jaimee Brough', ' Nick Garnett', ' Mrs Lamidey', ' Mrs Hancock', ' Mrs Hepworth', ' Mrs Brookes', ' All of the office staff']",
Excel2018,Picture Past,2018,https://www.amazon.co.uk/Picture-Past-T-M-Cooks/dp/1722402180/ref=sr_1_43?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-43&text=T.M.+Cooks,Nine friends go against two opposing forces: love and war. Will separation come between them?,The Excel Academy,"[' Hannah Old', ' Francesca Comerford', ' Geoffrey Harrison', ' Ann Harrison', ' Donna Hackney', ' Karen Snape']",No
StPeter2018,Among Us,2018,https://www.amazon.co.uk/Among-Us-T-M-Cooks/dp/1986844633/ref=sr_1_58?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-58&text=T.M.+Cooks,Nine involved. Three dead. One missing. One murderer. ...But who?,St Peter’s CofE Academy,"[' Emma Bowler', ' Karin Porter ', ' Heather Dowler']",Google
Westwood2018,Consequences,2018,https://www.amazon.co.uk/Consequences-T-M-Cooks/dp/1729769527/ref=sr_1_36?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-36&text=T.M.+Cooks,"No two people are the same. Everyone has their own, personal demons, whether they choose to conceal them or embrace them.",Westwood College,"[' Dionne Timony', ' Lynne Shaw', ' Mr Willis', ' Abi Keay']",No
Birches2018,The Project,2018,https://www.amazon.co.uk/Project-T-M-Cooks/dp/1718640129/ref=sr_1_54?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-54&text=T.M.+Cooks,"Not so far away, in the city of London, one menacing Doctor plotted to turn the people of Earth into lifeless objects with no emotion. In the way of Doctor Luxembourg and his success is a ragtag group of final year high school students, each with their own vendetta. Will the good to do high school pupils reign victorious or will Luxembourg succeed and make the world his?",Birches Head Academy,"[' Josephine Bailey', ' Kate Baskeyfield']",
Disc2018,The Tentacles of Time,2018,https://www.amazon.co.uk/Tentacles-Time-T-M-Cooks/dp/1985646226/ref=sr_1_62?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-62&text=T.M.+Cooks,"One device. Four puzzles. When the alien makes his mind-bending mechanism, will Louie track the tricks before it’s too late? Follow the adventures of the past and present while ghosts travel through time to talk to the living. Who will crack the code to control the clocks?",The Discovery Academy,"[' Sally Griggs', ' Sarah Adams', ' Darren Owen', ' Heather Dowler']",
Coop2018,Controlled.,2018,https://www.amazon.co.uk/Controlled-T-M-Cooks/dp/172982840X/ref=sr_1_35?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-35&text=T.M.+Cooks,One Emotion. One Mind. One Man In Control.,The Co-Op Academy Stoke on Trent,"[' Marie Cunningham', ' Joanne Clifton', ' Pip Oakes-White', ' Katie Meacock', ' Davina Hemmings', ' Sarah Machin', ' Mahmoona Matloob', ' Rob Mathewson', ' Fahiza Hussain', ' Charlotte Copestick']",Yes
trentham2018,Pentagon Reversed,2018,https://www.amazon.co.uk/Pentagon-Reversed-T-M-Cooks/dp/1986470709/ref=sr_1_61?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-61&text=T.M.+Cooks,One love triangle. One key. Two universes. Five gems. Five friends. And a box that puts them all in grave peril. But can they stop the world from being destroyed before they destroy themselves?,Trentham Academy,"[' Nicola Robinson', ' Steven Cresswell', ' Mrs Hadgett', ' Mrs Hesp', ' Mike Whittingham']",Yes
firhill2018radicals,Vengeance,2018,https://www.amazon.co.uk/Vengeance-T-M-Cooks/dp/1718818742/ref=sr_1_53?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-53&text=T.M.+Cooks,"Peter Peterson, a disturbed man with an ugly childhood. Living with parents as drug dealers can't always be easy. Violence drama and murder, oh my! The book vengeance has it all. This book will have you at the edge of your seat, making you want to turn the page. All proceeds from the sale of this book will go to Kira's fund: https://solvingkidscancer.org.uk/campaigns/Kira/",Firrhill High School,"[' Alan Waddell', ' Carrie Elder', ' Callum McAlpine', ' Graham Hamilton']",Yes
TGS2018-TeamA,Punishment is Justice,2018,https://www.amazon.co.uk/Punishment-Justice-T-M-Cooks/dp/1986815870/ref=sr_1_60?qid=1579808015&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-60&text=T.M.+Cooks,"Sisters of Virgin Mary Kansas is a nunnery filled with ordinary highly religious nuns. However, when the priest is murdered, everything comes crashing down. A relationship is torn apart after abuse from a father. You thought the church was safe, but think again. What secrets are those statues hiding? There are many court cases but what really is the verdict? Remember God is always watching you...",Tolworth Girls’ School & Sixth Form,"[' Mrs Ramsden', ' Sue Grzesiczek', ' Ms Chiddy-Gosling', ' Mr Flood', ' Mrs Bartlett', ' Mrs Haworth', ' Mr Inch', ' Miss Kelly', ' Miss Kemp', ' Mr Knicz', ' Miss Leeper', ' Mrs Mauvis', ' Dr Mayfield', ' Mr Mirshemirani', ' Mrs Pelham', ' Mr Penagos', ' Mr Pollard', ' Mrs Ross', ' Ms Saber', ' Miss Trevelyan', ' Miss Vaughan', ' Mr Willcox']",Yes
GN2018,Destinate Curses,2018,https://www.amazon.co.uk/Destinate-Curses-T-M-Cooks/dp/1722692448/ref=sr_1_41?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-41&text=T.M.+Cooks,"Something weird, something unimaginable, something wrong. What is it that these friends are going to face? They went for a vacation but what did it turn out to be? Country after country, things get worse. Who or what is coming after them? What will the outcome be? Who will survive? Too many questions and only one answer! There’s only one way to find out..",Guru Nanak Sikh Academy,"[' Miss Curtis', ' Mrs Williams', ' Miss Mistry', ' Miss Dhanju', ' Miss Pall', ' Miss Dhillon', ' Miss Chawla', ' Mr Venn', ' Miss Kaur']",Yes
Cheadle2018,The Unforgotten Key,2018,https://www.amazon.co.uk/Unforgotten-Key-T-M-Cooks/dp/1790556740/ref=sr_1_34?qid=1579808494&refinements=p_27%3AT.M.+Cooks%2Cp_76%3A419158031%2Cp_n_binding_browse-bin%3A492564011%2Cp_n_feature_browse-bin%3A400530011%7C400531011%2Cp_36%3A-1000&rnid=389022011&rps=1&s=books&sr=1-34&text=T.M.+Cooks,The Cooper family face a nightmare road to happiness. Will they be reunited? Or will the key to their happiness be forgotten?,The Cheadle Academy,"[' Victoria Wilkinson', ' Kathryn Tetley', ' Marie Lees', ' The sixth form who gave us their room for the week']",Google
